"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014",
"Switzerland","CHE","Urban population (% of total)","SP.URB.TOTL.IN.ZS","51.019","51.671","52.309","52.946","53.583","54.217","54.851","55.483","56.114","56.742","57.368","57.597","57.54","57.483","57.426","57.369","57.312","57.255","57.198","57.141","57.084","58.12","59.938","61.728","63.489","65.21","66.895","68.537","70.137","71.684","73.184","73.781","73.73","73.679","73.629","73.578","73.527","73.476","73.424","73.373","73.322","73.322","73.36","73.398","73.436","73.474","73.512","73.55","73.588","73.625","73.663","73.701","73.739","73.787","",
"Channel Islands","CHI","Urban population (% of total)","SP.URB.TOTL.IN.ZS","38.7","38.436","38.172","37.909","37.646","37.385","37.124","36.864","36.604","36.346","36.088","35.803","35.394","34.989","34.585","34.183","33.783","33.387","32.992","32.599","32.209","31.909","31.89","31.871","31.851","31.832","31.813","31.707","31.602","31.497","31.392","31.262","31.076","30.891","30.706","30.522","30.4","30.416","30.432","30.449","30.465","30.495","30.557","30.619","30.681","30.743","30.805","30.867","30.929","30.992","31.054","31.116","31.189","31.271","",
"Chile","CHL","Urban population (% of total)","SP.URB.TOTL.IN.ZS","67.836","68.66","69.435","70.2","70.955","71.696","72.427","73.146","73.854","74.547","75.227","75.883","76.528","77.159","77.778","78.386","78.982","79.565","80.136","80.695","81.243","81.778","82.226","82.359","82.492","82.624","82.755","82.885","83.014","83.143","83.271","83.398","83.564","83.896","84.223","84.545","84.861","85.172","85.477","85.778","86.073","86.363","86.648","86.922","87.187","87.443","87.689","87.926","88.155","88.375","88.586","88.79","88.986","89.175","",
"China","CHN","Urban population (% of total)","SP.URB.TOTL.IN.ZS","16.203","16.708","17.226","17.757","18.299","18.086","17.915","17.785","17.656","17.528","17.4","17.292","17.184","17.184","17.292","17.4","17.46","17.52","17.9","18.617","19.358","20.118","20.902","21.545","22.203","22.874","23.559","24.259","24.974","25.701","26.442","27.312","28.2","29.103","30.024","30.961","31.916","32.883","33.867","34.865","35.877","37.093","38.425","39.776","41.144","42.522","43.868","45.199","46.539","47.88","49.226","50.573","51.889","53.168","",
"Cote d'Ivoire","CIV","Urban population (% of total)","SP.URB.TOTL.IN.ZS","17.679","18.911","20.21","21.575","23.007","24.5","25.206","25.926","26.659","27.404","28.163","28.934","29.719","30.513","31.321","32.229","33.594","34.983","36.4","36.614","36.829","37.044","37.26","37.476","37.693","37.91","38.127","38.346","38.608","38.976","39.345","39.716","40.088","40.461","40.835","41.21","41.587","41.964","42.342","42.886","43.541","44.195","44.853","45.513","46.175","46.836","47.5","48.266","49.034","49.8","50.557","51.305","52.041","52.766","",
"Cameroon","CMR","Urban population (% of total)","SP.URB.TOTL.IN.ZS","13.937","14.488","15.058","15.647","16.255","16.88","17.525","18.19","18.875","19.577","20.3","21.584","22.927","24.324","25.78","27.292","28.678","29.469","30.274","31.091","31.921","32.761","33.613","34.476","35.35","36.232","37.124","37.941","38.511","39.082","39.657","40.235","40.817","41.399","41.985","42.573","43.164","43.755","44.348","44.944","45.542","46.139","46.738","47.338","47.94","48.541","49.143","49.741","50.337","50.928","51.516","52.099","52.677","53.25","",
"Congo, Rep.","COG","Urban population (% of total)","SP.URB.TOTL.IN.ZS","31.601","32.318","33.045","33.78","34.524","35.273","36.031","36.796","37.569","38.345","39.129","39.919","40.715","41.514","42.357","43.264","44.177","45.091","46.01","46.932","47.857","48.781","49.707","50.633","51.56","52.221","52.642","53.064","53.485","53.905","54.324","54.743","55.162","55.58","55.996","56.413","56.832","57.299","57.766","58.231","58.695","59.156","59.617","60.076","60.533","60.988","61.441","61.893","62.341","62.786","63.228","63.666","64.1","64.531","",
"Colombia","COL","Urban population (% of total)","SP.URB.TOTL.IN.ZS","45.033","46.327","47.628","48.932","50.24","51.022","51.784","52.545","53.306","54.063","54.82","55.574","56.327","57.075","57.811","58.539","59.265","59.985","60.701","61.413","62.121","62.822","63.519","64.21","64.896","65.574","66.154","66.691","67.225","67.752","68.276","68.796","69.311","69.82","70.199","70.516","70.832","71.146","71.457","71.767","72.075","72.38","72.683","72.984","73.284","73.581","73.876","74.169","74.46","74.749","75.036","75.321","75.603","75.883","",
"Comoros","COM","Urban population (% of total)","SP.URB.TOTL.IN.ZS","12.551","13.348","14.189","15.074","16.004","16.978","18","18.34","18.685","19.035","19.39","19.75","20.115","20.484","20.859","21.239","21.625","22.014","22.41","22.81","23.215","23.649","24.095","24.548","25.006","25.469","25.938","26.413","26.893","27.378","27.869","28.366","28.435","28.39","28.346","28.301","28.257","28.213","28.168","28.124","28.08","28.036","27.992","27.947","27.903","27.873","27.855","27.851","27.86","27.882","27.918","27.966","28.029","28.104","",
"Cabo Verde","CPV","Urban population (% of total)","SP.URB.TOTL.IN.ZS","16.679","16.948","17.224","17.503","17.787","18.073","18.363","18.657","18.954","19.255","19.559","19.9","20.272","20.649","21.031","21.419","21.812","22.209","22.612","23.02","23.518","24.995","26.535","28.133","29.792","31.5","33.885","36.355","38.902","41.504","44.12","45.044","45.973","46.902","47.834","48.768","49.704","50.637","51.572","52.505","53.435","54.291","55.146","55.997","56.846","57.689","58.529","59.363","60.194","61.016","61.833","62.624","63.389","64.127","",
